Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Transmembrane
Q96R67,reviewed,OR4CC_HUMAN,Olfactory receptor 4C12 (Olfactory receptor OR11-259),OR4C12,Homo sapiens (Human),309,"TRANSMEM 24..47; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 56..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 138..156; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 194..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 234..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 268..287; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96R69,reviewed,OR4F4_HUMAN,Olfactory receptor 4F4 (HS14a-1-A) (Olfactory receptor OR19-3),OR4F4,Homo sapiens (Human),305,"TRANSMEM 19..42; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 51..72; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 94..113; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 133..151; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 189..212; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 229..251; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 263..282; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96R72,reviewed,OR4K3_HUMAN,Olfactory receptor 4K3 (Olfactory receptor OR14-14),OR4K3 OR4K3P,Homo sapiens (Human),315,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 270..289; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96R84,reviewed,OR1F2_HUMAN,Putative olfactory receptor 1F2 (OLFmf2),OR1F2P OR1F2,Homo sapiens (Human),312,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..78; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 139..157; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..218; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96RB7,reviewed,OR5MB_HUMAN,Olfactory receptor 5M11,OR5M11,Homo sapiens (Human),305,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..216; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96RC9,reviewed,OR8B4_HUMAN,Olfactory receptor 8B4 (Olfactory receptor OR11-315),OR8B4 OR8B4P,Homo sapiens (Human),309,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..216; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96RD0,reviewed,OR8B2_HUMAN,Olfactory receptor 8B2 (Olfactory receptor OR11-309),OR8B2,Homo sapiens (Human),313,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96RD1,reviewed,OR6C1_HUMAN,Olfactory receptor 6C1 (OST267),OR6C1,Homo sapiens (Human),312,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 138..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..215; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96RD2,reviewed,O52B2_HUMAN,Olfactory receptor 52B2 (Olfactory receptor OR11-70),OR52B2,Homo sapiens (Human),323,"TRANSMEM 28..48; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 142..162; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 240..260; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 276..296; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96RD3,reviewed,O52E6_HUMAN,Olfactory receptor 52E6 (Olfactory receptor OR11-58),OR52E6,Homo sapiens (Human),313,"TRANSMEM 28..48; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 142..162; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..218; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 239..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 275..295; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q96RT6,reviewed,CTGE2_HUMAN,cTAGE family member 2 (Protein cTAGE-2) (Cancer/testis antigen 21.2) (CT21.2),CTAGE1 CTAGE2,Homo sapiens (Human),745,"TRANSMEM 13..30; /note=""Helical""; /evidence=""ECO:0000255"""
Q96SA4,reviewed,SERC2_HUMAN,Serine incorporator 2 (Tumor differentially expressed protein 2-like),SERINC2 TDE2L FKSG84 UNQ263/PRO300,Homo sapiens (Human),455,"TRANSMEM 5..27; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 40..57; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 96..118; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 131..150; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 160..182; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 202..224; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 239..256; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 268..290; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 317..339; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 385..407; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 422..444; /note=""Helical""; /evidence=""ECO:0000255"""
Q96TA0,reviewed,PCDBI_HUMAN,Putative protocadherin beta-18 (PCDH-beta-18) (PCDH-psi2),PCDHB18P PCDHB18,Homo sapiens (Human),734,"TRANSMEM 638..658; /note=""Helical""; /evidence=""ECO:0000255"""
Q99463,reviewed,NPY6R_HUMAN,Putative neuropeptide Y receptor type 6 (NPY6-R) (NPY Y1-like receptor) (Putative pancreatic polypeptide receptor 2) (PP2),NPY6R NPY1RL Y2B,Homo sapiens (Human),290,"TRANSMEM 40..60; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 112..132; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 151..171; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 207..227; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 259..279; /note=""Helical; Name=6""; /evidence=""ECO:0000255"""
Q99679,reviewed,GPR21_HUMAN,Probable G-protein coupled receptor 21,GPR21,Homo sapiens (Human),349,"TRANSMEM 33..53; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 76..96; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 105..125; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 148..168; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 192..212; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 253..273; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 284..304; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q99680,reviewed,GPR22_HUMAN,G-protein coupled receptor 22,GPR22,Homo sapiens (Human),433,"TRANSMEM 46..66; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 86..106; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 116..136; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 157..177; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 209..229; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 316..336; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 350..370; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9BR10,reviewed,SPT25_HUMAN,Spermatogenesis-associated protein 25 (Testis-specific gene 23 protein),SPATA25 C20orf165 TSG23,Homo sapiens (Human),227,"TRANSMEM 152..172; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BR26,reviewed,OCSTP_HUMAN,Osteoclast stimulatory transmembrane protein (OC-STAMP),OCSTAMP C20orf123,Homo sapiens (Human),566,"TRANSMEM 52..72; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 82..102; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 129..149; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 228..248; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 305..325; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 399..419; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BRN9,reviewed,TM2D3_HUMAN,TM2 domain-containing protein 3 (Beta-amyloid-binding protein-like protein 2) (BBP-like protein 2),TM2D3 BLP2,Homo sapiens (Human),247,"TRANSMEM 180..200; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 216..236; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BSK0,reviewed,MALD1_HUMAN,MARVEL domain-containing protein 1,MARVELD1 MRVLDC1,Homo sapiens (Human),173,"TRANSMEM 30..50; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 60..80; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 95..115; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BUJ0,reviewed,ABHEA_HUMAN,Protein ABHD14A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14A) (Abhydrolase domain-containing protein 14A),ABHD14A UNQ1913/PRO4373,Homo sapiens (Human),271,"TRANSMEM 35..55; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
Q9BV87,reviewed,CNPD1_HUMAN,Protein CNPPD1 (Cyclin Pas1/PHO80 domain-containing protein 1),CNPPD1 C2orf24 CDABP0125 CGI-57,Homo sapiens (Human),410,"TRANSMEM 233..253; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BVV8,reviewed,F174C_HUMAN,Protein FAM174C,FAM174C C19orf24,Homo sapiens (Human),132,"TRANSMEM 73..93; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BWV2,reviewed,SPAT9_HUMAN,Spermatogenesis-associated protein 9 (Testis development protein NYD-SP16),SPATA9,Homo sapiens (Human),254,"TRANSMEM 143..165; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BX73,reviewed,TM2D2_HUMAN,TM2 domain-containing protein 2 (Beta-amyloid-binding protein-like protein 1) (BBP-like protein 1),TM2D2 BLP1,Homo sapiens (Human),214,"TRANSMEM 145..165; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 183..203; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BXE9,reviewed,VN1R3_HUMAN,Vomeronasal type-1 receptor 3 (V1r-like receptor 3),VN1R3 V1RL3 FKSG46,Homo sapiens (Human),311,"TRANSMEM 6..26; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 52..72; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 93..113; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 131..151; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 188..208; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 233..249; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9BY19,reviewed,M4A8_HUMAN,Membrane-spanning 4-domains subfamily A member 8 (Four-span transmembrane protein 4) (Membrane-spanning 4-domains subfamily A member 8B),MS4A8 4SPAN4 MS4A8B,Homo sapiens (Human),250,"TRANSMEM 75..95; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 137..157; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 181..201; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BY71,reviewed,LRRC3_HUMAN,Leucine-rich repeat-containing protein 3,LRRC3 C21orf102 LRRC3A UNQ9233/PRO31982,Homo sapiens (Human),257,"TRANSMEM 205..225; /note=""Helical""; /evidence=""ECO:0000255"""
Q9BZW5,reviewed,TM6S1_HUMAN,Transmembrane 6 superfamily member 1,TM6SF1,Homo sapiens (Human),370,"TRANSMEM 3..23; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 34..54; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 62..82; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 110..130; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 166..186; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 218..238; /note=""Helical; Name=7""; /evidence=""ECO:0000255""; TRANSMEM 268..288; /note=""Helical; Name=8""; /evidence=""ECO:0000255""; TRANSMEM 331..351; /note=""Helical; Name=9""; /evidence=""ECO:0000255"""
Q9C0B7,reviewed,TNG6_HUMAN,Transport and Golgi organization protein 6 homolog (Transmembrane and coiled-coil domain-containing protein 7),TANGO6 KIAA1746 TMCO7,Homo sapiens (Human),1094,"TRANSMEM 468..488; /note=""Helical""; /evidence=""ECO:0000255"""
Q9GIP4,reviewed,LAT1L_HUMAN,Putative L-type amino acid transporter 1-like protein IMAA (hLAT1 3-transmembrane protein IMAA) (hLAT1 3TM IMAA) (hLAT1 3-transmembrane protein MMAA) (hLAT1 3TM MMAA),SLC7A5P2 IMAA MMAA,Homo sapiens (Human),190,"TRANSMEM 56..76; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 133..157; /note=""Helical""; /evidence=""ECO:0000255"""
Q9GZK3,reviewed,OR2B2_HUMAN,Olfactory receptor 2B2 (Hs6M1-10) (Olfactory receptor 2B9) (Olfactory receptor 6-1) (OR6-1),OR2B2 OR2B9,Homo sapiens (Human),357,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 273..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9GZK7,reviewed,O11A1_HUMAN,Olfactory receptor 11A1 (Hs6M1-18) (Olfactory receptor 11A2) (Olfactory receptor OR6-30),OR11A1 OR11A2,Homo sapiens (Human),315,"TRANSMEM 28..48; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 141..161; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..218; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 239..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9GZN6,reviewed,S6A16_HUMAN,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 (Solute carrier family 6 member 16),SLC6A16 NTT5,Homo sapiens (Human),736,"TRANSMEM 139..159; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 177..197; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 264..284; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 290..310; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 338..358; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 383..403; /note=""Helical; Name=7""; /evidence=""ECO:0000255""; TRANSMEM 496..516; /note=""Helical; Name=8""; /evidence=""ECO:0000255""; TRANSMEM 534..554; /note=""Helical; Name=9""; /evidence=""ECO:0000255""; TRANSMEM 568..588; /note=""Helical; Name=10""; /evidence=""ECO:0000255""; TRANSMEM 609..629; /note=""Helical; Name=11""; /evidence=""ECO:0000255""; TRANSMEM 659..679; /note=""Helical; Name=12""; /evidence=""ECO:0000255"""
Q9GZP1,reviewed,NRSN2_HUMAN,Neurensin-2,NRSN2 C20orf98,Homo sapiens (Human),204,"TRANSMEM 66..86; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 122..142; /note=""Helical""; /evidence=""ECO:0000255"""
Q9GZU3,reviewed,TM39B_HUMAN,Transmembrane protein 39B,TMEM39B,Homo sapiens (Human),492,"TRANSMEM 77..97; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 115..135; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 153..175; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 185..205; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 288..308; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 322..342; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 421..441; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 447..467; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H195,reviewed,MUC3B_HUMAN,Mucin-3B (MUC-3B) (Intestinal mucin-3B),MUC3B,Homo sapiens (Human),13477,"TRANSMEM 13381..13401; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H1C3,reviewed,GL8D2_HUMAN,Glycosyltransferase 8 domain-containing protein 2 (EC 2.4.1.-),GLT8D2 GALA4A UNQ1901/PRO4347,Homo sapiens (Human),349,"TRANSMEM 7..24; /note=""Helical; Signal-anchor for type II membrane protein""; /evidence=""ECO:0000255"""
Q9H1C7,reviewed,CYTM1_HUMAN,Cysteine-rich and transmembrane domain-containing protein 1,CYSTM1 C5orf32 ORF1-FL49,Homo sapiens (Human),97,"TRANSMEM 74..91; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H2C5,reviewed,O52A5_HUMAN,Olfactory receptor 52A5 (Odorant receptor HOR3'beta5) (Olfactory receptor OR11-33),OR52A5,Homo sapiens (Human),316,"TRANSMEM 28..48; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 142..162; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 200..220; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 241..261; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 277..297; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9H2C8,reviewed,O51V1_HUMAN,Olfactory receptor 51V1 (Odorant receptor HOR3'beta1) (Olfactory receptor 51A12) (Olfactory receptor OR11-36),OR51V1 OR51A12,Homo sapiens (Human),321,"TRANSMEM 35..55; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 64..84; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 109..129; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 149..169; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 206..226; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 247..267; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 283..303; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9H343,reviewed,O51I1_HUMAN,Olfactory receptor 51I1 (Odorant receptor HOR5'beta11) (Olfactory receptor OR11-39),OR51I1,Homo sapiens (Human),314,"TRANSMEM 28..48; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 142..162; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 240..260; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 276..296; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9H344,reviewed,O51I2_HUMAN,Olfactory receptor 51I2 (Odorant receptor HOR5'beta12) (Olfactory receptor OR11-38),OR51I2,Homo sapiens (Human),312,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 274..294; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9H346,reviewed,O52D1_HUMAN,Olfactory receptor 52D1 (Odorant receptor HOR5'beta14) (Olfactory receptor OR11-43),OR52D1,Homo sapiens (Human),318,"TRANSMEM 29..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..78; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 103..123; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 143..163; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 200..220; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 241..261; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 278..298; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9H3V2,reviewed,MS4A5_HUMAN,Membrane-spanning 4-domains subfamily A member 5 (CD20 antigen-like 2) (Testis-expressed transmembrane protein 4),MS4A5 CD20L2 TETM4,Homo sapiens (Human),200,"TRANSMEM 53..73; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 81..101; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 160..180; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H3W5,reviewed,LRRN3_HUMAN,Leucine-rich repeat neuronal protein 3 (Neuronal leucine-rich repeat protein 3) (NLRR-3),LRRN3 Nbla10363 UNQ194/PRO220,Homo sapiens (Human),708,"TRANSMEM 629..649; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H720,reviewed,PG2IP_HUMAN,PGAP2-interacting protein (Cell wall biogenesis protein 43 C-terminal homolog),CWH43 PGAP2IP,Homo sapiens (Human),699,"TRANSMEM 13..33; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 41..61; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 93..113; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 123..143; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 196..216; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 316..336; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 349..369; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 390..410; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H7T0,reviewed,CTSRB_HUMAN,Cation channel sperm-associated auxiliary subunit beta (CatSper-beta),CATSPERB C14orf161,Homo sapiens (Human),1116,"TRANSMEM 1054..1076; /note=""Helical""; /evidence=""ECO:0000250|UniProtKB:A2RTF1"""
Q9H7X2,reviewed,RDD1_HUMAN,Required for drug-induced death protein 1,C1orf115 RDD1,Homo sapiens (Human),142,"TRANSMEM 116..138; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H819,reviewed,DJC18_HUMAN,DnaJ homolog subfamily C member 18,DNAJC18,Homo sapiens (Human),358,"TRANSMEM 228..248; /note=""Helical""; /evidence=""ECO:0000255"""
