PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.Quantity,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.Quantity,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.Quantity,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.Quantity,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.Quantity,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.Quantity,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.Quantity,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.Quantity,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.Quantity,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.Quantity,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.Quantity,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.Quantity,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.Quantity,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.Quantity,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.Quantity,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.Quantity,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.Quantity,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.Quantity,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.Quantity,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.Quantity,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.Quantity,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.Quantity,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.Quantity,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.Quantity,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.Quantity,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.Quantity,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.Quantity
Q96BJ3,AIDA,"Axin interactor, dorsalization-associated protein",Q96BJ3,AIDA_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10922.5087890625,12343.2646484375,10745.21484375,10223.7880859375,10558.697265625,10439.5068359375,11363.818359375,10432.0185546875,12467.0712890625,10989.341796875,10778.4443359375,10770.0625,11328.2177734375,10856.708984375,12078.982421875,11244.8369140625,11418.8935546875,12275.94921875,11859.71875,9501.8623046875,9477.451171875,10682.671875,11151.8916015625,9995.474609375,10467.5205078125,11348.619140625,11028.1533203125,9965.2021484375,10083.634765625,10791.9697265625,10540.6025390625
Q96BN8,OTULIN,Ubiquitin thioesterase otulin,Q96BN8,OTUL_HUMAN,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1915.976806640625,4836.66064453125,3639.390625,4704.55908203125,4903.169921875,2938.93798828125,5013.64453125,824.949951171875,NaN,1746.1920166015625,3998.99267578125,2707.60791015625,985.9788208007812,837.2843627929688,4352.755859375,6370.689453125,4780.01318359375,3721.0068359375,2877.0546875,3656.547607421875,2809.032958984375,2612.344482421875,2652.211669921875,2641.754150390625,3406.574951171875,3834.56591796875,4380.50732421875,3605.193359375,3702.45947265625,3677.340087890625,3921.9423828125
Q96BR1,SGK3,Serine/threonine-protein kinase Sgk3,Q96BR1,SGK3_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18276.0703125,18045.560546875,18016.01171875,17565.623046875,17199.439453125,18180.68359375,18419.36328125,17834.619140625,16761.90234375,16836.498046875,17033.94140625,16837.279296875,17160.3515625,16352.673828125,18519.3671875,18684.13671875,19891.29296875,19577.068359375,19182.296875,17825.763671875,18429.16015625,20464.287109375,20347.26171875,18760.53515625,19371.90234375,19910.498046875,19363.916015625,18262.06640625,18936.322265625,17285.6953125,17872.439453125
Q96BZ8,LENG1,Leukocyte receptor cluster member 1,Q96BZ8,LENG1_HUMAN,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12453.3935546875,17897.095703125,12110.7197265625,NaN,11380.69140625,10171.330078125,13384.712890625,12353.8662109375,17711.609375,NaN,11501.0654296875,11830.2421875,11724.521484375,11665.0732421875,13283.6064453125,11461.9638671875,11339.2158203125,11245.732421875,10196.984375,9522.99609375,10551.455078125,9981.3125,11415.3740234375,10178.1708984375,11044.765625,11105.0556640625,12713.53125,9327.9501953125,12235.4599609375,10670.0908203125,12169.2607421875
Q96C19,EFHD2,EF-hand domain-containing protein D2,Q96C19,EFHD2_HUMAN,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,2783.61572265625,NaN,NaN,NaN,NaN,NaN,3457.09228515625,3250.111083984375,NaN,NaN,2659.317138671875,NaN,2932.00244140625,2673.626953125,NaN,2594.234619140625,NaN,3764.565185546875,4771.3212890625,3658.904541015625,4723.84033203125,4505.59375,3728.650390625,5116.30517578125,2762.083251953125,3117.543701171875,4191.33984375
Q96CD2,PPCDC,Phosphopantothenoylcysteine decarboxylase,Q96CD2,COAC_HUMAN,2,3,2,2,3,3,3,2,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,7769.3291015625,5838.271484375,3708.058349609375,6313.6083984375,5612.6689453125,5375.83447265625,6371.32177734375,6420.95361328125,7256.767578125,5628.400390625,6076.19189453125,5982.3798828125,5328.0634765625,6891.146484375,6880.2587890625,7086.5703125,5184.2705078125,6858.248046875,6814.05859375,6422.7177734375,5857.98046875,10368.4990234375,10565.775390625,8493.583984375,8127.8125,10316.615234375,7680.9169921875,9574.810546875,7198.21142578125,7847.62890625,6958.3603515625
Q96CN5,LRRC45,Leucine-rich repeat-containing protein 45,Q96CN5,LRC45_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1892759.25,1154488.375,2202854.25,2235042.75,2147955.25,2146210.25,2056201.25,2440804.75,1251322.875,2382969.25,2393752.25,2352551.25,2397132,2309455.5,2633054,2721727.25,2594762,2818573,2732089,2391122,2314637,2245979.25,2355706.25,2139453.5,2155622,2343458.5,2311738.75,2075491.125,2211634.75,2124643,2387550.5
Q96CV9,OPTN,Optineurin,Q96CV9,OPTN_HUMAN,3,3,3,4,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,3,4,3,4,3,4,3,4,2,3,3,4,7768.0732421875,7265.60986328125,6925.1435546875,7314.48046875,6518.05224609375,6504.935546875,7182.845703125,6992.65234375,7942.0107421875,7136.54248046875,7269.92822265625,7040.8134765625,7113.30712890625,5951.7724609375,9343.525390625,9566.6318359375,8545.3896484375,8344.7880859375,8419.6220703125,8069.6953125,7965.3515625,8543.611328125,7779.67431640625,8316.3525390625,7686.80126953125,8412.89453125,7727.0712890625,7804.16650390625,6686.57080078125,7094.9228515625,7123.0087890625
Q96CW1,AP2M1,AP-2 complex subunit mu,Q96CW1,AP2M1_HUMAN,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,13264.4482421875,16304.54296875,14688.8046875,13809.1396484375,16335.7607421875,15954.7158203125,14372.4521484375,12914.51171875,14779.4892578125,12886.787109375,12524.8564453125,13430.26171875,14024.7294921875,13673.8076171875,13089.5810546875,14551.90234375,13807.23828125,12840.181640625,12736.5771484375,13536.6630859375,13545.7412109375,11637.3115234375,11947.3740234375,12325.91796875,12040.4091796875,13248.892578125,11751.9130859375,11119.416015625,12659.490234375,12763.095703125,13562.453125
Q96DG6,CMBL,Carboxymethylenebutenolidase homolog,Q96DG6,CMBL_HUMAN,12,11,12,12,12,12,12,9,10,8,10,7,7,10,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,21254.44921875,23122.919921875,22386.353515625,21981.30859375,22239.69921875,19875.7265625,20280.7890625,4559.67626953125,5699.3603515625,4937.76171875,5898.3818359375,6651.45361328125,5186.56298828125,4563.5732421875,18800.458984375,17068.03515625,18045.330078125,18326.17578125,16388.60546875,15298.900390625,15627.7724609375,23047.974609375,19484.048828125,20668.361328125,22426.85546875,20970.26171875,21180.90234375,19108.244140625,16794.435546875,16632.90234375,15891.5830078125
Q96EP5,DAZAP1,DAZ-associated protein 1,Q96EP5,DAZP1_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5537.42431640625,8347.8115234375,8723.8291015625,7302.119140625,8464.3037109375,7234.841796875,7640.39453125,8023.279296875,8432.16015625,8639.19140625,8544.583984375,8950.7333984375,8947.4443359375,7514.7177734375,9951.189453125,10028.375,9936.7978515625,10350.767578125,9111.4306640625,8621.412109375,8231.5791015625,9464.8125,9178.1591796875,9078.1416015625,8429.0595703125,9054.1455078125,9043.3193359375,8614.1181640625,7428.22021484375,8731.69140625,7939.78759765625
Q96F85,CNRIP1,CB1 cannabinoid receptor-interacting protein 1,Q96F85,CNRP1_HUMAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,66685.34375,66043.3125,67355.015625,66477.6015625,65553.28125,63907.9375,63719.3984375,65839.828125,66980.3984375,66348.8828125,64565.5390625,68084.9609375,67374.765625,65862.421875,66560.4375,68666.5703125,64812.06640625,65555.3671875,67530.484375,62588.23828125,65805.703125,62918.0078125,60809.1171875,58165.28125,61335.90234375,58932.4765625,63123.90234375,62077.94921875,64651.8125,63645.87890625,63066.93359375
Q96FJ2,DYNLL2,"Dynein light chain 2, cytoplasmic",Q96FJ2,DYL2_HUMAN,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,17649.041015625,11681.9306640625,19969.046875,19936.48828125,20665.5078125,20859.26171875,19512.06640625,17572.109375,8983.0244140625,18269.3671875,18484.13671875,18311.267578125,19269.279296875,19045.40234375,18697.2578125,20811.25390625,21220.62890625,19784.041015625,20066.150390625,19290.1171875,19119.298828125,20774.80859375,21984.984375,21301.26171875,21372.701171875,21831.509765625,19737.826171875,19736.26953125,19693.078125,19090.96875,19260.673828125
Q96FW1,OTUB1,Ubiquitin thioesterase OTUB1,Q96FW1,OTUB1_HUMAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,19067.58203125,20791.73828125,19514.48828125,18086.140625,18860.4453125,16724.126953125,18228.818359375,20209.357421875,21650.638671875,20283.123046875,19835.658203125,20548.17578125,19777.01171875,17929.3125,19845.1875,19421.318359375,19123.61328125,19770.880859375,19566.6640625,18302.033203125,18155.62890625,19626.1328125,17413.552734375,18934.744140625,18719.615234375,18621.39453125,19153.12109375,16111.4072265625,19566.564453125,19110.51953125,19215.390625
Q96G03,PGM2,Phosphopentomutase,Q96G03,PGM2_HUMAN,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,20,21,21,21,21,20,21,21,21,37631.515625,41527.45703125,39279.75390625,38269.5234375,36488.828125,36086.28515625,37804.7890625,40959.92578125,43495.60546875,41879.73046875,40307.6640625,40270.5703125,39571.80859375,39140.57421875,40513.94921875,42787.453125,41825.640625,41197.12109375,40639.8671875,37760.64453125,38649.32421875,39409.94921875,40009.828125,40882.98828125,39478.921875,40915.6640625,40472.01171875,37548.77734375,38887.79296875,40311.3125,40495.83984375
Q96GD0,PDXP,Chronophin,Q96GD0,PLPP_HUMAN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,29205.736328125,22916.236328125,29641.158203125,28434.791015625,27725.552734375,27343.908203125,26737.025390625,33423.33203125,28700.880859375,31565.20703125,27747.576171875,29502.69140625,29477.541015625,31900.47265625,33575.2421875,32746.107421875,33818.9765625,32042.423828125,32355.828125,30804.28125,29699.29296875,34109.8984375,31266.046875,29232.759765625,29460.625,27014.892578125,30217.587890625,26357.314453125,29810.544921875,27709.919921875,28775.306640625
Q96GG9,DCUN1D1,DCN1-like protein 1,Q96GG9,DCNL1_HUMAN,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,33352.296875,33629.50390625,36406.77734375,34691.2734375,36535.59765625,31648.373046875,32907.90234375,33392.88671875,33939.07421875,32988.484375,36400.33984375,34584.26171875,37904.3125,35458.9765625,34948.70703125,34962.15234375,33072.11328125,33072.3984375,31430.8046875,35163.23046875,32506.404296875,32588.279296875,33383.4296875,32656.09765625,38205.6015625,38477.06640625,36382.31640625,35656.22265625,35792.69921875,32417.06640625,35442.5078125
Q96GX9,APIP,Methylthioribulose-1-phosphate dehydratase,Q96GX9,MTNB_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4123.80810546875,5053.55126953125,4205.408203125,4619.9501953125,3752.44384765625,4431.2734375,3623.648681640625,392.351318359375,1110.0191650390625,297.5904235839844,366.7309265136719,584.1124877929688,312.9964904785156,515.3438110351562,3871.87890625,4325.1298828125,4203.41259765625,4924.8330078125,5255.3916015625,4625.03759765625,4637.2021484375,7212.62646484375,7662.95751953125,7191.5390625,7901.94140625,7622.46337890625,7293.31396484375,6300.0341796875,3881.363037109375,4418.0791015625,4345.54638671875
Q96IJ6,GMPPA,Mannose-1-phosphate guanyltransferase alpha,Q96IJ6,GMPPA_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8944.9248046875,8382.814453125,8762.6650390625,7072.6943359375,7735.95361328125,7883.685546875,7512.240234375,8638.5859375,7373.5458984375,8081.2490234375,6713.19140625,7192.56591796875,6567.6005859375,6769.46044921875,9184.2578125,8596.4248046875,8694.4404296875,7989.78076171875,8169.54541015625,7901.97119140625,7302.82373046875,8190.44580078125,7401.4560546875,7617.57861328125,7114.42529296875,6541.380859375,7562.53564453125,7144.07373046875,7191.18017578125,8320.025390625,8260.3828125
Q96IU4,ABHD14B,Putative protein-lysine deacylase ABHD14B,Q96IU4,ABHEB_HUMAN,8,7,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,35935.796875,38924.69140625,34490.9765625,32226.76171875,36140.9140625,33627.25390625,35014.96484375,36740.3359375,38966.375,36400.2890625,36944.83203125,35323.71484375,36823.07421875,34484.94921875,42916.890625,42510.65625,42900.953125,44045.71875,43945.859375,38111.9375,39907.3828125,44030.21484375,42857.0234375,43837.65234375,43157.39453125,42945.54296875,43759.203125,42709.01171875,40782.19921875,37479.953125,38382.78515625
Q96IY4,CPB2,Carboxypeptidase B2,Q96IY4,CBPB2_HUMAN,12,10,12,11,11,11,11,12,10,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,59081.30078125,69321.1796875,53173.0078125,58802.03125,62532.48828125,55576.37890625,68810.4609375,54760.89453125,66688.1171875,55324.58203125,56633.4921875,54049.39453125,60775.9140625,54096.9140625,63721.4375,59130.58984375,57377.01171875,58630.69140625,59029.421875,73788.0703125,71561.84375,74687.8828125,67445.703125,82157.671875,78768.75,75799.8671875,78084.8359375,82771.5625,62245.765625,63435.734375,63945.87109375
Q96JD6,AKR1E2,"1,5-anhydro-D-fructose reductase",Q96JD6,AKCL2_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14455.0458984375,16937.525390625,15320.96484375,17238.845703125,16874.4765625,17101.947265625,15685.3671875,20107.96875,23360.8046875,20928.240234375,21117.458984375,19363.267578125,21165.115234375,16317.7197265625,19412.8125,20143.302734375,17998.638671875,20057.861328125,18485.7265625,18809.095703125,17046.431640625,16482.427734375,17136.087890625,17716.591796875,16685.97265625,15263.1875,15925.7216796875,15728.712890625,18146.1328125,18605.951171875,16442.296875
Q96KN2,CNDP1,Beta-Ala-His dipeptidase,Q96KN2,CNDP1_HUMAN,8,9,8,8,8,9,8,7,9,8,7,8,8,9,9,9,7,9,9,9,9,9,8,9,9,9,9,8,8,8,8,19073.896484375,19907.8203125,17281.5859375,17515.783203125,19861.828125,18428.130859375,19478.412109375,12062.3740234375,11020.5673828125,11021.1708984375,12395.4775390625,10932.4794921875,12582.662109375,12565.4462890625,16430.302734375,15064.9736328125,14703.2490234375,15384.1435546875,15138.919921875,16996.017578125,16248.525390625,20449.7265625,20252.970703125,22527.984375,22276.43359375,21025.64453125,21051.619140625,24664.4375,17234.06640625,16924.947265625,17984.224609375
Q96KP4,CNDP2,Cytosolic non-specific dipeptidase,Q96KP4,CNDP2_HUMAN,2,0,2,3,2,2,1,7,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15587.962890625,NaN,15021.8955078125,6527.1650390625,10249.3955078125,4594.90966796875,34165.53515625,8187.32763671875,10011.3720703125,9668.6083984375,9863.9111328125,8411.6962890625,8723.4775390625,9391.2939453125,12849.63671875,15640.4111328125,14597.1328125,14269.767578125,15519.158203125,13529.640625,14364.0068359375,15573.9599609375,16866.279296875,17608.486328125,12922.30078125,16834.4765625,18143.833984375,18126.900390625,12137.4736328125,10470.611328125,12822.9755859375
Q96NA2,RILP,Rab-interacting lysosomal protein,Q96NA2,RILP_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12990.7216796875,11767.48828125,13633.83203125,8879.2294921875,12070.1279296875,12356.115234375,11874.0576171875,9997.25390625,10909.8876953125,10627.1455078125,12384.9306640625,11558.8564453125,10155.2001953125,8423.9521484375,9553.314453125,13087.478515625,11034.283203125,11455.384765625,13511.173828125,10436.263671875,10822.5927734375,14550.80859375,14612.2978515625,13393.7744140625,13502.1943359375,12535.2265625,13439.0634765625,12472.0673828125,11231.8837890625,11561.2265625,11313.875
Q96P70,IPO9,Importin-9,Q96P70,IPO9_HUMAN,8,7,8,8,8,8,8,8,7,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,20884.060546875,23141.99609375,19989.251953125,20320.158203125,19898.3984375,19833.408203125,21259.427734375,20863.228515625,22155.818359375,21082.82421875,19876.75,20572.361328125,19782.18359375,18785.37890625,22314.5859375,21230.357421875,21397.458984375,22330.662109375,21748.84765625,20702.57421875,22837.1015625,18211.1484375,19271.5234375,18386.87109375,18197.728515625,16404.826171875,17312.814453125,16678.013671875,18164.134765625,19728.46875,20374.22265625
Q96PD5,PGLYRP2,N-acetylmuramoyl-L-alanine amidase,Q96PD5,PGRP2_HUMAN,20,18,20,20,20,20,20,20,19,20,20,20,20,20,21,21,21,21,21,21,21,20,20,20,20,21,20,20,21,21,21,176554.078125,177590.515625,160409.640625,164098.90625,179754.125,173252.515625,173640.8125,154738.46875,153590.234375,149950.875,160388.390625,150604.15625,155398.984375,163819.265625,156002.71875,150183.5625,149296.390625,146576.578125,157591.90625,176772.140625,182267.421875,163281.3125,160989.984375,170660.78125,170472.046875,160452.96875,160418.203125,190952.109375,155335.921875,159556.890625,163686.6875
Q96PL5,ERMAP,Erythroid membrane-associated protein,Q96PL5,ERMAP_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16433.5078125,15822.029296875,18256.349609375,16819.79296875,14863.6552734375,16072.3583984375,15514.97265625,19659.998046875,17075.658203125,17707.349609375,16691.1953125,18431.640625,18278.244140625,18787.64453125,19810.53515625,17737.6171875,18468.169921875,18913.62890625,16335.951171875,19168.974609375,15349.333984375,20205.140625,17747.693359375,17354.20703125,18237.85546875,19612.99609375,18157.54296875,15691.634765625,16447.3828125,16374.982421875,20496.59765625
Q96QK1,VPS35,Vacuolar protein sorting-associated protein 35,Q96QK1,VPS35_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2997.425537109375,2235.57373046875,1396.543701171875,2014.6556396484375,1613.7293701171875,2148.453857421875,2400.551513671875,3046.331787109375,3655.74169921875,2924.231201171875,1789.7615966796875,2451.98681640625,3293.512451171875,2585.282470703125,2484.904052734375,1390.5865478515625,2212.864013671875,1720.3970947265625,2568.762451171875,949.77734375,2016.5887451171875,2295.879638671875,832.437744140625,2021.2684326171875,2213.6708984375,2328.76220703125,2795.458740234375,1802.4451904296875,1958.6195068359375,2444.16162109375,2104.125732421875
Q96S65,CSRNP1,Cysteine/serine-rich nuclear protein 1,Q96S65,CSRN1_HUMAN,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2968.39013671875,1749.1876220703125,667.5753784179688,2300.800537109375,NaN,1926.6600341796875,734.1027221679688,2599.337890625,NaN,1469.86572265625,1862.136962890625,2375.93994140625,1385.3724365234375,1719.83740234375,2737.432861328125,1882.4873046875,1465.716552734375,2143.368896484375,1839.67578125,1567.888427734375,263.95648193359375,1506.212890625,1117.094970703125,830.4867553710938,692.1463012695312,1395.285400390625,1692.586181640625,2945.801025390625,2257.950927734375,2387.5966796875,1222.447998046875
Q96S99,PLEKHF1,Pleckstrin homology domain-containing family F member 1,Q96S99,PKHF1_HUMAN,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4675.5810546875,4849.29345703125,6646.6142578125,4012.70361328125,6802.91455078125,2707.751953125,5424.5009765625,NaN,4233.7568359375,4158.27734375,5964.560546875,3154.429931640625,4115.37353515625,NaN,NaN,NaN,6441.48193359375,6785.96630859375,4232.03369140625,5432.2451171875,4462.0908203125,2744.162109375,7444.07421875,8229.341796875,4703.84619140625,3822.158203125,5256.64111328125,3865.798828125,3535.29541015625,4121.53076171875,5768.90380859375
Q99436,PSMB7,Proteasome subunit beta type-7,Q99436,PSB7_HUMAN,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,59630.953125,58112.5625,56302.98828125,57796.46875,55823.4140625,56384.79296875,56572.4453125,53211.24609375,49619.42578125,51671.90234375,53552.07421875,52343.33203125,52063.546875,50347.09765625,64150.71484375,60837.04296875,64243.078125,63439.1171875,62181.89453125,62407.3046875,61024.4296875,56675.85546875,57587.91796875,56880.86328125,57547.58984375,58624.68359375,61134.31640625,56169.8515625,56875.00390625,57896.6171875,58620.40625
Q99439,CNN2,Calponin-2,Q99439,CNN2_HUMAN,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1443.5888671875,4941.44384765625,4276.39501953125,4029.303466796875,2608.581298828125,2415.83251953125,2758.680419921875,5595.7265625,8511.517578125,6345.0712890625,7699.1533203125,7225.64892578125,5325.12939453125,5419.04541015625,1561.2227783203125,3496.03759765625,3987.67822265625,2061.55615234375,1183.8636474609375,1407.670654296875,1526.54052734375,2698.240966796875,5944.57568359375,6382.19091796875,5565.685546875,4807.91455078125,4267.7470703125,5816.2822265625,4292.98974609375,4912.65478515625,5457.37890625
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1,Q99460,PSMD1_HUMAN,12,13,13,13,12,13,13,12,13,11,13,12,13,13,13,12,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13249.2841796875,12400.5654296875,12849.34765625,12117.552734375,12636.076171875,12921.548828125,12993.345703125,10859.8662109375,11136.6806640625,10517.7451171875,10034.986328125,10175.3583984375,11124.275390625,9472.5234375,12090.6796875,11348.88671875,11525.7890625,11952.5341796875,11526.4033203125,12140.4931640625,11998.181640625,12901.095703125,12076.4091796875,12088.591796875,12769.9814453125,11693.4765625,12521.8759765625,10771.7705078125,10342.7431640625,10977.703125,10506.826171875
